Review_ID,Student_ID,Course_ID,Mentor_ID,Review_Text,Course_Name,Mentor_Name,Engagement,Difficulty,Relevance,Expertise
R334,S136,C005,M004,Highly recommended! The course structure is great.,Deep Learning Advanced,Mr. L. Das,Low,Easy,Low,Beginner
R335,S139,C003,M004,"Good, but not much interaction from the mentor.",Web Development,Mr. L. Das,Low,Moderate,Medium,Beginner
R336,S136,C002,M005,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Dr. V. Rao,High,Easy,High,Expert
R337,S120,C003,M004,Mentor explained well but the pace was a bit slow.,Web Development,Mr. L. Das,Low,Easy,Low,Beginner
R338,S131,C001,M003,"Content was decent, not too exciting though.",Python for Beginners,Ms. R. Sharma,Medium,Easy,High,Expert
R339,S113,C004,M001,Very basic and not engaging enough.,Machine Learning Basics,Dr. A. Kumar,Low,Moderate,Low,Expert
R340,S125,C003,M004,"Content was decent, not too exciting though.",Web Development,Mr. L. Das,Medium,Moderate,High,Beginner
R341,S139,C002,M004,Mentor did not respond to questions effectively.,Data Science Fundamentals,Mr. L. Das,Medium,Easy,Medium,Beginner
R342,S141,C004,M005,"Content was decent, not too exciting though.",Machine Learning Basics,Dr. V. Rao,Low,Moderate,Medium,Expert
R343,S137,C002,M005,"Some topics were covered in depth, others were rushed.",Data Science Fundamentals,Dr. V. Rao,High,Easy,High,Expert
R344,S130,C002,M004,The course lacked structure and was hard to follow.,Data Science Fundamentals,Mr. L. Das,Medium,Difficult,Low,Beginner
R345,S120,C002,M003,"Some topics were covered in depth, others were rushed.",Data Science Fundamentals,Ms. R. Sharma,High,Easy,High,Expert
R346,S139,C004,M005,"Some topics were covered in depth, others were rushed.",Machine Learning Basics,Dr. V. Rao,Medium,Difficult,High,Expert
R347,S124,C005,M005,Very basic and not engaging enough.,Deep Learning Advanced,Dr. V. Rao,High,Easy,Low,Expert
R348,S140,C001,M005,Loved the examples and the mentor’s expertise really shows.,Python for Beginners,Dr. V. Rao,High,Difficult,High,Expert
R349,S128,C001,M001,"Content was decent, not too exciting though.",Python for Beginners,Dr. A. Kumar,Low,Moderate,Low,Expert
R350,S145,C005,M002,"Too theoretical, needs more practical examples.",Deep Learning Advanced,Prof. S. Mehta,Medium,Moderate,Medium,Intermediate
R351,S110,C003,M001,"Good, but not much interaction from the mentor.",Web Development,Dr. A. Kumar,Medium,Easy,Medium,Expert
R352,S147,C002,M003,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Ms. R. Sharma,Medium,Moderate,Medium,Expert
R353,S131,C001,M004,Mentor was very supportive and responded quickly.,Python for Beginners,Mr. L. Das,High,Difficult,Medium,Beginner
R354,S146,C001,M001,"The course was okay, but could use more real-world examples.",Python for Beginners,Dr. A. Kumar,Medium,Difficult,Low,Expert
R355,S148,C002,M005,Mentor did not respond to questions effectively.,Data Science Fundamentals,Dr. V. Rao,Low,Difficult,Low,Expert
R356,S130,C002,M004,"Good, but not much interaction from the mentor.",Data Science Fundamentals,Mr. L. Das,High,Easy,Low,Beginner
R357,S148,C005,M002,Very basic and not engaging enough.,Deep Learning Advanced,Prof. S. Mehta,Medium,Difficult,Medium,Intermediate
R358,S114,C003,M001,"The course was okay, but could use more real-world examples.",Web Development,Dr. A. Kumar,High,Easy,High,Expert
R359,S130,C001,M003,Loved the examples and the mentor’s expertise really shows.,Python for Beginners,Ms. R. Sharma,High,Moderate,High,Expert
R360,S140,C004,M005,I didn’t learn as much as I expected.,Machine Learning Basics,Dr. V. Rao,Low,Moderate,Medium,Expert
R361,S144,C003,M005,"Good, but not much interaction from the mentor.",Web Development,Dr. V. Rao,High,Easy,High,Expert
R362,S120,C001,M002,Loved the examples and the mentor’s expertise really shows.,Python for Beginners,Prof. S. Mehta,Medium,Difficult,Low,Intermediate
R363,S109,C005,M004,Very basic and not engaging enough.,Deep Learning Advanced,Mr. L. Das,Medium,Easy,Medium,Beginner
R364,S142,C002,M005,"Too theoretical, needs more practical examples.",Data Science Fundamentals,Dr. V. Rao,Low,Moderate,Medium,Expert
R365,S129,C005,M001,Excellent teaching style and very interactive sessions.,Deep Learning Advanced,Dr. A. Kumar,Medium,Easy,Medium,Expert
R366,S136,C005,M004,Excellent teaching style and very interactive sessions.,Deep Learning Advanced,Mr. L. Das,Medium,Difficult,Medium,Beginner
R367,S106,C005,M001,"Some topics were covered in depth, others were rushed.",Deep Learning Advanced,Dr. A. Kumar,Low,Moderate,Low,Expert
R368,S111,C004,M005,Mentor explained well but the pace was a bit slow.,Machine Learning Basics,Dr. V. Rao,High,Moderate,High,Expert
R369,S118,C005,M003,The course lacked structure and was hard to follow.,Deep Learning Advanced,Ms. R. Sharma,High,Easy,High,Expert
R370,S128,C001,M002,"Good, but not much interaction from the mentor.",Python for Beginners,Prof. S. Mehta,Medium,Easy,Medium,Intermediate
R371,S106,C004,M001,"Content was decent, not too exciting though.",Machine Learning Basics,Dr. A. Kumar,Low,Easy,High,Expert
R372,S140,C004,M002,I didn’t learn as much as I expected.,Machine Learning Basics,Prof. S. Mehta,High,Easy,Low,Intermediate
R373,S135,C003,M005,The course content was very informative and the mentor explained clearly.,Web Development,Dr. V. Rao,High,Easy,Medium,Expert
R374,S118,C005,M001,I didn’t learn as much as I expected.,Deep Learning Advanced,Dr. A. Kumar,Low,Moderate,Low,Expert
R375,S109,C002,M002,Mentor explained well but the pace was a bit slow.,Data Science Fundamentals,Prof. S. Mehta,High,Moderate,Low,Intermediate
R376,S137,C003,M004,Very basic and not engaging enough.,Web Development,Mr. L. Das,Medium,Moderate,Low,Beginner
R377,S148,C003,M003,The course lacked structure and was hard to follow.,Web Development,Ms. R. Sharma,Medium,Moderate,Medium,Expert
R378,S147,C001,M004,The course lacked structure and was hard to follow.,Python for Beginners,Mr. L. Das,High,Difficult,High,Beginner
R379,S126,C002,M004,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Mr. L. Das,Low,Moderate,Medium,Beginner
R380,S137,C002,M005,"Content was decent, not too exciting though.",Data Science Fundamentals,Dr. V. Rao,Medium,Moderate,High,Expert
R381,S130,C001,M001,The course content was very informative and the mentor explained clearly.,Python for Beginners,Dr. A. Kumar,Low,Moderate,Medium,Expert
R382,S145,C002,M003,Highly recommended! The course structure is great.,Data Science Fundamentals,Ms. R. Sharma,Low,Moderate,Low,Expert
R383,S124,C002,M001,I didn’t learn as much as I expected.,Data Science Fundamentals,Dr. A. Kumar,Medium,Difficult,Medium,Expert
R384,S106,C001,M001,Mentor did not respond to questions effectively.,Python for Beginners,Dr. A. Kumar,Low,Moderate,Low,Expert
R385,S144,C004,M001,Mentor was very supportive and responded quickly.,Machine Learning Basics,Dr. A. Kumar,Low,Difficult,Medium,Expert
R386,S131,C001,M002,Highly recommended! The course structure is great.,Python for Beginners,Prof. S. Mehta,Medium,Easy,High,Intermediate
R387,S120,C002,M004,The course content was very informative and the mentor explained clearly.,Data Science Fundamentals,Mr. L. Das,Low,Difficult,High,Beginner
R388,S101,C005,M002,The course content was very informative and the mentor explained clearly.,Deep Learning Advanced,Prof. S. Mehta,Medium,Moderate,High,Intermediate
R389,S140,C004,M002,Excellent teaching style and very interactive sessions.,Machine Learning Basics,Prof. S. Mehta,Low,Easy,Low,Intermediate
R390,S123,C004,M003,Mentor was very supportive and responded quickly.,Machine Learning Basics,Ms. R. Sharma,Low,Easy,Medium,Expert
R391,S139,C005,M005,The course lacked structure and was hard to follow.,Deep Learning Advanced,Dr. V. Rao,Medium,Difficult,Low,Expert
R392,S139,C005,M002,I didn’t learn as much as I expected.,Deep Learning Advanced,Prof. S. Mehta,High,Moderate,Medium,Intermediate
R393,S116,C004,M004,The course lacked structure and was hard to follow.,Machine Learning Basics,Mr. L. Das,Low,Easy,Medium,Beginner
R394,S101,C003,M003,"Too theoretical, needs more practical examples.",Web Development,Ms. R. Sharma,Low,Moderate,High,Expert
R395,S112,C004,M001,"Content was decent, not too exciting though.",Machine Learning Basics,Dr. A. Kumar,Low,Difficult,Low,Expert
R396,S104,C004,M005,Loved the examples and the mentor’s expertise really shows.,Machine Learning Basics,Dr. V. Rao,Medium,Difficult,High,Expert
R397,S126,C001,M005,Very basic and not engaging enough.,Python for Beginners,Dr. V. Rao,High,Difficult,Low,Expert
R398,S133,C002,M002,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Prof. S. Mehta,High,Moderate,Medium,Intermediate
R399,S128,C002,M001,The course lacked structure and was hard to follow.,Data Science Fundamentals,Dr. A. Kumar,Low,Easy,Medium,Expert
R400,S104,C003,M002,Highly recommended! The course structure is great.,Web Development,Prof. S. Mehta,Low,Easy,High,Intermediate
R401,S123,C005,M005,The course content was very informative and the mentor explained clearly.,Deep Learning Advanced,Dr. V. Rao,High,Moderate,Low,Expert
R402,S118,C001,M001,Mentor explained well but the pace was a bit slow.,Python for Beginners,Dr. A. Kumar,Medium,Moderate,Medium,Expert
R403,S137,C001,M004,The course lacked structure and was hard to follow.,Python for Beginners,Mr. L. Das,Medium,Difficult,Medium,Beginner
R404,S111,C003,M002,Highly recommended! The course structure is great.,Web Development,Prof. S. Mehta,Medium,Easy,High,Intermediate
R405,S133,C001,M001,The course lacked structure and was hard to follow.,Python for Beginners,Dr. A. Kumar,Low,Easy,Low,Expert
R406,S110,C002,M001,"Content was decent, not too exciting though.",Data Science Fundamentals,Dr. A. Kumar,High,Difficult,High,Expert
R407,S116,C004,M003,Very basic and not engaging enough.,Machine Learning Basics,Ms. R. Sharma,Medium,Easy,High,Expert
R408,S104,C002,M002,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Prof. S. Mehta,High,Easy,Medium,Intermediate
R409,S150,C003,M003,Highly recommended! The course structure is great.,Web Development,Ms. R. Sharma,Low,Difficult,Medium,Expert
R410,S137,C003,M005,Loved the examples and the mentor’s expertise really shows.,Web Development,Dr. V. Rao,Low,Moderate,Medium,Expert
R411,S150,C002,M005,Very basic and not engaging enough.,Data Science Fundamentals,Dr. V. Rao,Low,Easy,Low,Expert
R412,S123,C001,M003,"The course was okay, but could use more real-world examples.",Python for Beginners,Ms. R. Sharma,Low,Difficult,Medium,Expert
R413,S134,C002,M004,I didn’t learn as much as I expected.,Data Science Fundamentals,Mr. L. Das,Medium,Easy,Low,Beginner
R414,S115,C005,M004,I didn’t learn as much as I expected.,Deep Learning Advanced,Mr. L. Das,High,Moderate,Medium,Beginner
R415,S133,C002,M004,The course lacked structure and was hard to follow.,Data Science Fundamentals,Mr. L. Das,Low,Difficult,High,Beginner
R416,S109,C002,M003,Highly recommended! The course structure is great.,Data Science Fundamentals,Ms. R. Sharma,Medium,Moderate,Medium,Expert
R417,S118,C002,M001,I didn’t learn as much as I expected.,Data Science Fundamentals,Dr. A. Kumar,Low,Easy,High,Expert
R418,S129,C004,M003,Excellent teaching style and very interactive sessions.,Machine Learning Basics,Ms. R. Sharma,Medium,Easy,High,Expert
R419,S130,C003,M001,Mentor explained well but the pace was a bit slow.,Web Development,Dr. A. Kumar,Low,Easy,High,Expert
R420,S121,C002,M001,"Good, but not much interaction from the mentor.",Data Science Fundamentals,Dr. A. Kumar,High,Easy,Medium,Expert
R421,S120,C003,M002,"Good, but not much interaction from the mentor.",Web Development,Prof. S. Mehta,Low,Moderate,Medium,Intermediate
R422,S130,C001,M002,"Too theoretical, needs more practical examples.",Python for Beginners,Prof. S. Mehta,Low,Easy,Low,Intermediate
R423,S126,C003,M001,Excellent teaching style and very interactive sessions.,Web Development,Dr. A. Kumar,High,Difficult,Medium,Expert
R424,S113,C004,M002,The course content was very informative and the mentor explained clearly.,Machine Learning Basics,Prof. S. Mehta,Low,Moderate,Low,Intermediate
R425,S137,C004,M004,Highly recommended! The course structure is great.,Machine Learning Basics,Mr. L. Das,Medium,Easy,Medium,Beginner
R426,S114,C002,M003,Very basic and not engaging enough.,Data Science Fundamentals,Ms. R. Sharma,Medium,Moderate,Low,Expert
R427,S116,C003,M004,Mentor was very supportive and responded quickly.,Web Development,Mr. L. Das,Medium,Difficult,Medium,Beginner
R428,S109,C004,M002,The course content was very informative and the mentor explained clearly.,Machine Learning Basics,Prof. S. Mehta,High,Difficult,Low,Intermediate
R429,S125,C003,M004,"Too theoretical, needs more practical examples.",Web Development,Mr. L. Das,High,Moderate,Medium,Beginner
R430,S118,C002,M001,"Too theoretical, needs more practical examples.",Data Science Fundamentals,Dr. A. Kumar,Medium,Difficult,Low,Expert
R431,S131,C005,M003,Loved the examples and the mentor’s expertise really shows.,Deep Learning Advanced,Ms. R. Sharma,High,Easy,Low,Expert
R432,S118,C005,M001,Excellent teaching style and very interactive sessions.,Deep Learning Advanced,Dr. A. Kumar,Low,Difficult,Medium,Expert
R433,S138,C003,M003,Mentor explained well but the pace was a bit slow.,Web Development,Ms. R. Sharma,High,Easy,High,Expert
R434,S137,C002,M005,I didn’t learn as much as I expected.,Data Science Fundamentals,Dr. V. Rao,Low,Moderate,High,Expert
R435,S106,C001,M002,Mentor explained well but the pace was a bit slow.,Python for Beginners,Prof. S. Mehta,High,Easy,Low,Intermediate
R436,S140,C002,M002,Very basic and not engaging enough.,Data Science Fundamentals,Prof. S. Mehta,Medium,Difficult,Low,Intermediate
R437,S138,C002,M001,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Dr. A. Kumar,High,Moderate,Low,Expert
R438,S122,C003,M003,"Some topics were covered in depth, others were rushed.",Web Development,Ms. R. Sharma,Low,Easy,High,Expert
R439,S112,C005,M005,"Some topics were covered in depth, others were rushed.",Deep Learning Advanced,Dr. V. Rao,Medium,Easy,High,Expert
R440,S147,C003,M002,Mentor did not respond to questions effectively.,Web Development,Prof. S. Mehta,Low,Difficult,Low,Intermediate
R441,S150,C005,M001,"Too theoretical, needs more practical examples.",Deep Learning Advanced,Dr. A. Kumar,Low,Difficult,Medium,Expert
R442,S107,C004,M002,Mentor did not respond to questions effectively.,Machine Learning Basics,Prof. S. Mehta,Medium,Difficult,Low,Intermediate
R443,S111,C001,M003,Loved the examples and the mentor’s expertise really shows.,Python for Beginners,Ms. R. Sharma,Medium,Easy,Medium,Expert
R444,S123,C003,M001,Excellent teaching style and very interactive sessions.,Web Development,Dr. A. Kumar,High,Easy,Low,Expert
R445,S111,C004,M004,"Some topics were covered in depth, others were rushed.",Machine Learning Basics,Mr. L. Das,Medium,Moderate,High,Beginner
R446,S137,C002,M002,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Prof. S. Mehta,Medium,Easy,Low,Intermediate
R447,S107,C001,M003,"The course was okay, but could use more real-world examples.",Python for Beginners,Ms. R. Sharma,Low,Moderate,Low,Expert
R448,S106,C003,M005,The course lacked structure and was hard to follow.,Web Development,Dr. V. Rao,High,Moderate,High,Expert
R449,S111,C005,M004,Highly recommended! The course structure is great.,Deep Learning Advanced,Mr. L. Das,Low,Easy,Low,Beginner
R450,S127,C005,M005,Mentor explained well but the pace was a bit slow.,Deep Learning Advanced,Dr. V. Rao,Medium,Difficult,Medium,Expert
R451,S126,C005,M005,Mentor explained well but the pace was a bit slow.,Deep Learning Advanced,Dr. V. Rao,Medium,Easy,Low,Expert
R452,S119,C005,M004,"The course was okay, but could use more real-world examples.",Deep Learning Advanced,Mr. L. Das,Low,Easy,Low,Beginner
R453,S106,C004,M001,Excellent teaching style and very interactive sessions.,Machine Learning Basics,Dr. A. Kumar,Medium,Moderate,Medium,Expert
R454,S135,C004,M002,"Content was decent, not too exciting though.",Machine Learning Basics,Prof. S. Mehta,Medium,Moderate,Medium,Intermediate
R455,S129,C004,M003,Highly recommended! The course structure is great.,Machine Learning Basics,Ms. R. Sharma,Low,Moderate,High,Expert
R456,S143,C001,M001,Excellent teaching style and very interactive sessions.,Python for Beginners,Dr. A. Kumar,High,Moderate,High,Expert
R457,S104,C004,M005,"Good, but not much interaction from the mentor.",Machine Learning Basics,Dr. V. Rao,Medium,Difficult,High,Expert
R458,S131,C003,M001,"Good, but not much interaction from the mentor.",Web Development,Dr. A. Kumar,Medium,Difficult,Low,Expert
R459,S137,C005,M002,"Too theoretical, needs more practical examples.",Deep Learning Advanced,Prof. S. Mehta,Low,Moderate,Low,Intermediate
R460,S109,C001,M004,Excellent teaching style and very interactive sessions.,Python for Beginners,Mr. L. Das,Low,Difficult,Medium,Beginner
R461,S117,C003,M001,Excellent teaching style and very interactive sessions.,Web Development,Dr. A. Kumar,Low,Moderate,High,Expert
R462,S118,C005,M004,"Good, but not much interaction from the mentor.",Deep Learning Advanced,Mr. L. Das,Low,Difficult,High,Beginner
R463,S108,C004,M002,"Too theoretical, needs more practical examples.",Machine Learning Basics,Prof. S. Mehta,Low,Difficult,High,Intermediate
R464,S137,C001,M003,The course lacked structure and was hard to follow.,Python for Beginners,Ms. R. Sharma,High,Moderate,Medium,Expert
R465,S137,C005,M004,"Some topics were covered in depth, others were rushed.",Deep Learning Advanced,Mr. L. Das,Low,Easy,Medium,Beginner
R466,S144,C004,M001,Mentor explained well but the pace was a bit slow.,Machine Learning Basics,Dr. A. Kumar,Medium,Moderate,High,Expert
R467,S118,C003,M001,The course content was very informative and the mentor explained clearly.,Web Development,Dr. A. Kumar,Medium,Moderate,Medium,Expert
R468,S144,C001,M002,"Some topics were covered in depth, others were rushed.",Python for Beginners,Prof. S. Mehta,Low,Moderate,High,Intermediate
R469,S127,C005,M001,"Content was decent, not too exciting though.",Deep Learning Advanced,Dr. A. Kumar,Low,Moderate,Low,Expert
R470,S124,C001,M005,"Some topics were covered in depth, others were rushed.",Python for Beginners,Dr. V. Rao,Low,Easy,Medium,Expert
R471,S150,C005,M005,"Too theoretical, needs more practical examples.",Deep Learning Advanced,Dr. V. Rao,Low,Easy,Low,Expert
R472,S130,C001,M003,The course content was very informative and the mentor explained clearly.,Python for Beginners,Ms. R. Sharma,High,Easy,Medium,Expert
R473,S141,C001,M001,"Some topics were covered in depth, others were rushed.",Python for Beginners,Dr. A. Kumar,Low,Moderate,Medium,Expert
R474,S131,C005,M005,Very basic and not engaging enough.,Deep Learning Advanced,Dr. V. Rao,Medium,Moderate,Low,Expert
R475,S125,C001,M002,"The course was okay, but could use more real-world examples.",Python for Beginners,Prof. S. Mehta,High,Easy,Low,Intermediate
R476,S118,C004,M005,Mentor did not respond to questions effectively.,Machine Learning Basics,Dr. V. Rao,Low,Difficult,Low,Expert
R477,S139,C001,M002,Mentor explained well but the pace was a bit slow.,Python for Beginners,Prof. S. Mehta,Medium,Difficult,Medium,Intermediate
R478,S125,C003,M004,I didn’t learn as much as I expected.,Web Development,Mr. L. Das,Medium,Easy,Medium,Beginner
R479,S126,C005,M001,"Good, but not much interaction from the mentor.",Deep Learning Advanced,Dr. A. Kumar,Low,Difficult,High,Expert
R480,S139,C003,M003,"Good, but not much interaction from the mentor.",Web Development,Ms. R. Sharma,High,Easy,Medium,Expert
R481,S141,C003,M003,Loved the examples and the mentor’s expertise really shows.,Web Development,Ms. R. Sharma,Medium,Difficult,High,Expert
R482,S134,C002,M001,I didn’t learn as much as I expected.,Data Science Fundamentals,Dr. A. Kumar,High,Moderate,High,Expert
R483,S142,C004,M003,Mentor explained well but the pace was a bit slow.,Machine Learning Basics,Ms. R. Sharma,Medium,Moderate,Medium,Expert
R484,S137,C002,M003,"The course was okay, but could use more real-world examples.",Data Science Fundamentals,Ms. R. Sharma,High,Difficult,Low,Expert
R485,S131,C003,M005,"Too theoretical, needs more practical examples.",Web Development,Dr. V. Rao,Medium,Easy,High,Expert
R486,S131,C002,M003,Mentor did not respond to questions effectively.,Data Science Fundamentals,Ms. R. Sharma,High,Difficult,Low,Expert
R487,S115,C003,M002,I didn’t learn as much as I expected.,Web Development,Prof. S. Mehta,High,Moderate,Medium,Intermediate
R488,S119,C004,M001,"Content was decent, not too exciting though.",Machine Learning Basics,Dr. A. Kumar,Medium,Easy,High,Expert
R489,S105,C004,M002,"Too theoretical, needs more practical examples.",Machine Learning Basics,Prof. S. Mehta,High,Easy,High,Intermediate
R490,S104,C002,M002,"Good, but not much interaction from the mentor.",Data Science Fundamentals,Prof. S. Mehta,Low,Moderate,Medium,Intermediate
R491,S146,C002,M001,Very basic and not engaging enough.,Data Science Fundamentals,Dr. A. Kumar,Medium,Moderate,High,Expert
R492,S101,C004,M003,Loved the examples and the mentor’s expertise really shows.,Machine Learning Basics,Ms. R. Sharma,Low,Easy,High,Expert
R493,S150,C001,M002,Highly recommended! The course structure is great.,Python for Beginners,Prof. S. Mehta,High,Moderate,High,Intermediate
R494,S131,C004,M001,"Some topics were covered in depth, others were rushed.",Machine Learning Basics,Dr. A. Kumar,Low,Difficult,Low,Expert
R495,S121,C005,M002,I didn’t learn as much as I expected.,Deep Learning Advanced,Prof. S. Mehta,Low,Difficult,Low,Intermediate
R496,S123,C003,M002,Mentor did not respond to questions effectively.,Web Development,Prof. S. Mehta,Low,Moderate,High,Intermediate
R497,S103,C003,M003,I didn’t learn as much as I expected.,Web Development,Ms. R. Sharma,Medium,Difficult,High,Expert
R498,S144,C002,M003,"Too theoretical, needs more practical examples.",Data Science Fundamentals,Ms. R. Sharma,Medium,Moderate,Low,Expert
R499,S115,C002,M002,Highly recommended! The course structure is great.,Data Science Fundamentals,Prof. S. Mehta,High,Easy,High,Intermediate
R500,S146,C001,M004,Mentor did not respond to questions effectively.,Python for Beginners,Mr. L. Das,High,Moderate,High,Beginner
